id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4366608243,https://doi.org/10.1016/j.ebiom.2023.104565,A clinically relevant selective ERK-pathway inhibitor reverses core deficits in a mouse model of autism,2023,article,10,green,,EBioMedicine,Autism Spectrum Disorder Research,Neuroscience,Cognitive Neuroscience,91,,104565,104565,2.312,Abdulrahman Abushaibah; Jong M. Rho; Kartikeya Murari; Ning Cheng; Ray W. Turner,Alberta Children's Hospital; Alberta Children's Hospital Research Institute; University of Calgary,Autism; Autism spectrum disorder; Biology; Cell biology; Gene; Genetics; MAPK/ERK pathway; Medicine; Neuroscience; Phenotype; Psychiatry; Psychology; Signal transduction,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4390938453,https://doi.org/10.1523/eneuro.0154-22.2023,Markerless Mouse Tracking for Social Experiments,2024,article,4,gold,,eNeuro,Animal Behavior and Welfare Studies,Veterinary,Small Animals,11,2,ENEURO.0154,22.2023,2.904,Jaideep S. Bains; Kartikeya Murari; Ning Cheng; Toni-Lee Sterley; Van Anh Le,Alberta Children's Hospital; Allen Institute for Brain Science; University of Calgary,Artificial intelligence; Biology; Computer science; Computer vision; Machine learning; Neuroscience; Operating system; Pattern recognition (psychology); Pedagogy; Pose; Psychology; Sniffing; Track (disk drive); Tracking (education),A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4200117418,https://doi.org/10.3389/fgene.2021.807825,An Improved Deep Learning Model: S-TextBLCNN for Traditional Chinese Medicine Formula Classification,2021,article,17,gold,,Frontiers in Genetics,Traditional Chinese Medicine Studies,Medicine,Complementary and alternative medicine,12,,,,3.246,Changsong Ding; Cheng Yan; Jiajun Liu; Ning Cheng; Qunfu Huang; Wan-qing Gao; Xindi Huang; Yue Chen,Hunan University of Traditional Chinese Medicine,Alternative medicine; Artificial intelligence; Artificial neural network; Binary classification; Chinese herbs; Computer science; Construct (python library); Convolutional neural network; Deep learning; Herb; Logistic regression; Machine learning; Mathematics; Medicinal herbs; Medicine; Pathology; Pattern recognition (psychology); Programming language; Support vector machine; Traditional Chinese medicine; Traditional medicine,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4283168858,https://doi.org/10.1177/07487304221102279,Circadian Responses to Light in the BTBR Mouse,2022,article,12,hybrid,,Journal of Biological Rhythms,Circadian rhythm and melatonin,Neuroscience,Endocrine and Autonomic Systems,37,5,498,515,1.729,Jhenkruthi Vijaya Shankara; Jong M. Rho; Katelyn G. Horsley; Michael C. Antle; Ning Cheng,"Alberta Children's Hospital; Rady Children's Hospital-San Diego; University of Calgary; University of California, San Diego",Biology; Biophysics; Chemistry; Circadian clock; Circadian rhythm; Dark therapy; Light effects on circadian rhythm; Neuroscience; Phase response curve,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W3200910377,https://doi.org/10.1016/j.neuroimage.2021.118542,A ketogenic diet affects brain volume and metabolome in juvenile mice,2021,article,15,gold,,NeuroImage,Diet and metabolism studies,Medicine,Physiology,244,,118542,118542,1.837,Jacob Ellegood; Jane Shearer; Jason P. Lerch; Jong M. Rho; Kartikeya Murari; Mitch Kesler; Ning Cheng; Raylene A. Reimer; Shyamchand Mayengbam,"Alberta Children's Hospital; Hospital for Sick Children; Memorial University of Newfoundland; Rady Children's Hospital-San Diego; University of Calgary; University of California, San Diego; University of Oxford; University of Toronto; Wellcome Centre for Integrative Neuroimaging",Bioinformatics; Biology; Brain size; Endocrinology; Epilepsy; Genetics; Internal medicine; Juvenile; Ketogenic diet; Magnetic resonance imaging; Medicine; Metabolome; Metabolomics; Neuroimaging; Neuroscience; Radiology; White matter,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4407312268,https://doi.org/10.1007/s13237-025-00534-5,Physiological responses of maize (Zea mays L.) seedlings to the B chromosome,2025,article,0,closed,,The Nucleus,Plant nutrient uptake and metabolism,Agricultural and Biological Sciences,Plant Science,,,,,0.0,Ning Cheng; Tzu-Che Lin; Ya-Ming Cheng; Yi‐Ting Hsu,,Agronomy; Biology; Botany; Chromosome; Gene; Genetics; Zea mays,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4407387198,https://doi.org/10.1093/ijnp/pyae059.461,DISCOVERING TRANSLATIONAL BIOMARKERS IN NEURODEVELOPMENTAL CONDITIONS - EEG PROFILE IN MOUSE MODELS OF IDIOPATHIC AND SYNDROMIC AUTISM,2025,article,0,gold,,The International Journal of Neuropsychopharmacology,Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,28,Supplement_1,i261,i262,0.0,Abdulrahman Abushaibah; Asim A. Ahmed; Kartikeya Murari; Kyle A. Mayr; Moonyoung Bae; Ning Cheng; Patrick J. Whelan; Veronica Rasheva,University of Calgary,Autism; Autism spectrum disorder; Bioinformatics; Biology; Electroencephalography; Medicine; Neuroscience; Pathology; Psychiatry; Psychology; Translational research,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4408579383,https://doi.org/10.3389/fimmu.2025.1587359,Editorial: Vector-based gene delivery in cancer immunotherapy,2025,editorial,0,gold,,Frontiers in Immunology,Virus-based gene therapy research,"Biochemistry, Genetics and Molecular Biology",Genetics,16,,,,,C. F. Xu; Dan Chen; Ning Cheng; Xiaoyue Yang,Sydney Dental Hospital; The University of Sydney; Wuhan University,Biology; Cancer; Cancer immunotherapy; Cancer research; Computational biology; Gene; Gene delivery; Genetic enhancement; Genetics; Immunotherapy; Internal medicine; Medicine; Recombinant DNA; Vector (molecular biology),A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4408598899,https://doi.org/10.1117/1.jbo.30.s2.s23904,Tetherless miniaturized point detector device for monitoring cortical surface hemodynamics in mice,2025,article,0,gold,,Journal of Biomedical Optics,Optical Imaging and Spectroscopy Techniques,Medicine,"Radiology, Nuclear Medicine and Imaging",30,S2,,,0.0,Anupam Bisht; Govind Peringod; Grant R. Gordon; Kartikeya Murari; Linhui Yu; Ning Cheng,Alberta Children's Hospital; University of Calgary,Biomedical engineering; Detector; Geometry; Materials science; Mathematics; Medicine; Optics; Physics; Point (geometry),A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4409701394,https://doi.org/10.1101/2025.04.22.650065,Altered auditory maturation in Fragile X syndrome and its involvement in audiogenic seizure susceptibility,2025,preprint,0,closed,,bioRxiv (Cold Spring Harbor Laboratory),Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,,,,,,Daqing Ma; Dorit Möhrle; Jun Yan; Ning Cheng; Wenyue Xue,,Audiology; Biology; Epilepsy; Fragile X syndrome; Fragile x; Gene; Genetics; Medicine; Neuroscience; Psychiatry; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4409726189,https://doi.org/10.1016/j.jqsrt.2025.109489,A comparative study on scattering properties of aerosols with different aggregation patterns,2025,article,0,closed,,Journal of Quantitative Spectroscopy and Radiative Transfer,Atmospheric aerosols and clouds,Environmental Science,Global and Planetary Change,,,109489,109489,0.0,Hanyan Liu; Juan Wang; Ning Cheng; Xingcai Li,,Atmospheric sciences; Environmental science; Materials science; Physics; Statistical physics,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4410992146,https://doi.org/10.1364/ofc.2025.w2a.12,A Spot-Size-Converter for O-Band Standard Single Mode Fiber with Sub-decibel Coupling Loss,2025,article,0,closed,,Optical Fiber Communication Conference (OFC) 2022,Photonic and Optical Devices,Engineering,Electrical and Electronic Engineering,,,W2A.12,W2A.12,0.0,Feng Wang; Hao Wu; Min Teng; Ning Cheng; Ru‐Yuan Yang; Xiangwei Zeng; Xuezhe Zheng,,Composite material; Computer science; Coupling (piping); Coupling loss; Decibel; Electronic engineering; Engineering; Insertion loss; Materials science; Mode (computer interface); Operating system; Optical fiber; Optics; Optoelectronics; Physics; Single-mode optical fiber; Telecommunications,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4410993234,https://doi.org/10.1364/ofc.2025.m2j.4,Highly Efficient Algorithm for Frequency Linearization in FMCW Lidar Using Directly-Modulated DFB Laser,2025,article,0,closed,,Optical Fiber Communication Conference (OFC) 2022,Advanced Fiber Optic Sensors,Engineering,Electrical and Electronic Engineering,,,M2J.4,M2J.4,0.0,Jun Zhou; Ning Cheng; Song Duan; Wenjie Xiao; Xuezhe Zheng; Ying Lu,,Algorithm; Computer science; Electronic engineering; Engineering; Frequency modulation; Laser; Laser ranging; Lidar; Linearization; Nonlinear system; Optics; Physics; Quantum mechanics; Radio frequency; Telecommunications,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4411044709,https://doi.org/10.1101/2025.06.04.657855,Alterations in auditory midbrain processing is observed in both female and male mouse model of Fragile X Syndrome,2025,preprint,0,closed,,bioRxiv (Cold Spring Harbor Laboratory),Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,,,,,,Abdullah Abdullah; Jun Yan; Kartikeya Murari; Ning Cheng; Xiuping Liu,,Audiology; Biology; Central nervous system; Fragile X syndrome; Fragile x; Gene; Genetics; Medicine; Midbrain; Neuroscience; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4411875861,https://doi.org/10.1152/physiol.2025.40.s1.0627,Could EEG be a translational biomarker in neurodevelopmental conditions? - Studies in mouse models of idiopathic and syndromic autism,2025,article,0,closed,,Physiology,Autism Spectrum Disorder Research,Neuroscience,Cognitive Neuroscience,40,S1,,,0.0,Asim A. Ahmed; Bosong Wang; Kartikeya Murari; Ning Cheng,University of Calgary,Autism; Biology; Biomarker; Developmental psychology; Electroencephalography; Genetics; Medicine; Neurodevelopmental disorder; Neuroscience; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4412183484,https://doi.org/10.1101/2025.07.07.662836,Alterations in Electroencephalography Signals in Female Fragile X Syndrome Mouse Model on a C57Bl/6J Background,2025,preprint,0,closed,,bioRxiv (Cold Spring Harbor Laboratory),Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,,,,,,Asim A. Ahmed; Bosong Wang; Kartikeya Murari; Ning Cheng,,Audiology; Electroencephalography; Fragile X syndrome; Medicine; Neuroscience; Psychiatry; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4412647682,https://doi.org/10.1186/s40001-025-02940-6,Machine learning identification of key genes in cardioembolic stroke and atherosclerosis: their association with pan-cancer and immune cells,2025,article,0,gold,,European journal of medical research,Atherosclerosis and Cardiovascular Diseases,Immunology and Microbiology,Immunology,30,1,,,0.0,Chunhui Yuan; Jinjiang Liu; Mo Chen; Ning Cheng; Tianxiang Zhang; Wei Shao,Guangxi University; Hainan University; Nanyang Normal University,Association (psychology); Bioinformatics; Biology; Botany; Cancer; Computational biology; Computer science; Computer security; Engineering; Gene; Genetics; Identification (biology); Immune system; Immunology; Internal medicine; Key (lock); Mechanical engineering; Medicine; Psychology; Psychotherapist; Stroke (engine),A5084554132,https://openalex.org/A5084554132
https://openalex.org/W3152915342,https://doi.org/10.1103/physrevd.104.062007,Calibration of the air shower energy scale of the water and air Cherenkov techniques in the LHAASO experiment,2021,article,13,green,,Physical review. D/Physical review. D.,Astrophysics and Cosmic Phenomena,Physics and Astronomy,Nuclear and High Energy Physics,104,6,,,1.052,Axikegu; B. D′Ettorre Piazzoli; B. M. Chen; B. Z. Dai; Bin Gao; Bingliang Li; C. F. Feng; Cheng Li; Chenwei Hou; Chuncheng JIN; Chuyue Gao; Cong Li; D. Bastieri; D. H. Huang; D. Kuleshov; D. della Volpe; Danzengluobu Danzengluobu; E. S. Chen; F. Aharonian; F. Li; F. Shi; Feng Ji; Fulai Guo; G. H. Gong; H. B. Hu; H. B. Li; H. Cai; H. L. Dai; H. Y. Jia; Han He; Hao-Ning He; J. Chen; J. F. Chang; J. G. Guo; J. H. Fan; J. T. Cai; Jin Chang; Jun Fang; Junjiang He; K. Jiang; K. K. Duan; K. Levochkin; Kai Fang; L. Q. Gao; Li-Sheng Geng; Liang Chen; Lixin Bai; Long Chen; M. H. Gu; M. Heller; M. M. Ge; Mingjun Chen; Mingliang Chen; Ning Cheng; Q. An; Q. B. Gou; Q. H. Chen; Q. Huang; Qing Gao; S. C. Hu; S. H. Chen; S. Hu; S. L. He; S. W. Cui; S. Z. Chen; T. Ke; T. L. Chen; Wei Gao; Wenhao Huang; X. Hu; X. J. Dong; X. L. Chen; X. L. Ji; X. T. Huang; X. Y. Huang; Xiao-Jun Bi; Xiaohong Cui; Xinyu He; Xueling Guo; Y. A. Han; Y. D. Cheng; Y. J. Bi; Y. K. Hor; Y. L. Feng; Y. Q. Guo; Y. Y. Guo; Yichen Fan; Yiwang Bao; Yong Chen; Yongde Cui; Yu He; Yucen Bai; Yufeng Li; Z. Cao; Z. G. Dai; Z. J. Jiang; Z. X. Fan; Zhe Cao; Zhongjie Huang,"Chinese Academy of Sciences; Dublin Institute For Advanced Studies; Guangzhou University; Hebei Normal University; Institute for Nuclear Research; Institute of High Energy Physics; Istituto Nazionale di Fisica Nucleare, Sezione di Napoli; Max Planck Institute for Nuclear Physics; Nanjing University; National Astronomical Observatories; Purple Mountain Observatory; Shandong University; Shanghai Astronomical Observatory; Sichuan University; Southwest Jiaotong University; Sun Yat-sen University; Tibet University; Tsinghua University; University of Chinese Academy of Sciences; University of Geneva; University of Science and Technology of China; Wuhan University; Yunnan University; Zhengzhou University",Air shower; Astronomy; Astrophysics; Calibration; Cherenkov Telescope Array; Cherenkov detector; Cherenkov radiation; Cosmic ray; Detector; Optics; Physics; Quantum mechanics,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4323667616,https://doi.org/10.1007/s11042-023-14701-w,TCM2Vec: a detached feature extraction deep learning approach of traditional Chinese medicine for formula efficacy prediction,2023,article,5,hybrid,,Multimedia Tools and Applications,Traditional Chinese Medicine Studies,Medicine,Complementary and alternative medicine,82,17,26987,27004,2.55,Changsong Ding; Guojiang Xin; Ning Cheng; Sommai Khantong; Wan-qing Gao,Hunan University of Traditional Chinese Medicine; Mahasarakham University,Artificial intelligence; Computer science; Deep learning; Encoder; Feature (linguistics); Feature extraction; Initialization; Linguistics; Machine learning; Nonlinear system; Operating system; Pattern recognition (psychology); Philosophy; Physics; Programming language; Quantum mechanics,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4375869124,https://doi.org/10.1109/icassp49357.2023.10097171,Improving EEG-based Emotion Recognition by Fusing Time-Frequency and Spatial Representations,2023,article,5,green,,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",EEG and Brain-Computer Interfaces,Neuroscience,Cognitive Neuroscience,,,1,5,3.505,Jianzong Wang; Jing Xiao; Kexin Zhu; Ning Cheng; Xulong Zhang,Ping An (China),Artificial intelligence; Computer science; Computer vision; Domain (mathematical analysis); Electroencephalography; Emotion recognition; Feature (linguistics); Feature extraction; Feature selection; Filter (signal processing); Frequency domain; Linguistics; Machine learning; Mathematical analysis; Mathematics; Pattern recognition (psychology); Philosophy; Psychiatry; Psychology; Selection (genetic algorithm); Speech recognition; Time domain; Time–frequency analysis,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4403426931,https://doi.org/10.1016/j.neuroscience.2024.10.001,Vocal communication in asocial BTBR mice is more malleable by a ketogenic diet in juveniles than adults,2024,article,2,hybrid,,Neuroscience,Biochemical Analysis and Sensing Techniques,Nursing,Nutrition and Dietetics,561,,43,64,1.197,Dorit Möhrle; Jong M. Rho; Kartikeya Murari; Ning Cheng,Alberta Children's Hospital; Alberta Children's Hospital Research Institute; University of Calgary,Audiology; Biology; Communication; Developmental psychology; Epilepsy; Ketogenic diet; Medicine; Neuroscience; Physiology; Psychology; Vocal communication,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4226450278,https://doi.org/10.3389/fncel.2021.715427,Contributions of h- and Na+/K+ Pump Currents to the Generation of Episodic and Continuous Rhythmic Activities,2022,article,8,gold,,Frontiers in Cellular Neuroscience,Photoreceptor and optogenetics research,Neuroscience,Cellular and Molecular Neuroscience,15,,,,0.969,Adam P. Lognon; Alex Vargas; Anchita Shonak; Gennady Cymbalyuk; Jessica Parker; Jonathan J. Milla-Cruz; Leanne Young; Ning Cheng; Patrick J. Whelan; Simon A. Sharples,Georgia State University; University of Calgary; University of St Andrews,Bursting; Central pattern generator; Chemistry; Inhibitory postsynaptic potential; Internal medicine; Medicine; Neuroscience; Psychology; Rhythm,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4392985217,https://doi.org/10.1364/ao.518740,Optical properties of chain-like atmospheric aerosol particles,2024,article,1,closed,,Applied Optics,Atmospheric aerosols and clouds,Environmental Science,Global and Planetary Change,63,11,2957,2957,0.398,Hanyan Liu; Juan Wang; Ning Cheng; Xingcai Li,Lanzhou University; Ningxia University,Aerosol; Atmospheric optics; Geology; Materials science; Meteorology; Optics; Physics; Remote sensing,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4390993468,https://doi.org/10.1109/biocas58349.2023.10388820,TinyIOMS: A Wireless Miniaturised System for Monitoring Hemodynamics from Surface Brain Regions,2023,article,1,closed,,2022 IEEE Biomedical Circuits and Systems Conference (BioCAS),Optical Imaging and Spectroscopy Techniques,Medicine,"Radiology, Nuclear Medicine and Imaging",,,1,5,0.313,Anupam Bisht; Kartikeya Murari; Linhui Yu; Ning Cheng,Alberta Children's Hospital; University of Calgary,Biomedical engineering; Computer science; Detector; Engineering; Hemodynamics; Imaging phantom; Internal medicine; Medicine; Optics; Physics; Telecommunications; Wireless,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4392368375,https://doi.org/10.1101/2024.03.03.583140,Exploring the Dynamics of Social Interactions During the Juvenile Stage in a Mouse Model of Fragile X Syndrome,2024,preprint,0,green,,bioRxiv (Cold Spring Harbor Laboratory),Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,,,,,,Abdullah Abdullah; Asim A. Ahmed; Bosong Wang; Kartikeya Murari; Moon Young Bae; Ning Cheng; Raffay Ilyas; Veronica Rasheva,Alberta Children's Hospital; University of Calgary,Anxiety; Biology; Clinical psychology; Developmental psychology; FMR1; Fragile X syndrome; Fragile x; Gene; Genetics; Genotype; Juvenile; Knockout mouse; Neuroscience; Physiology; Psychiatry; Psychology; Sniffing; Social anxiety; Social behavior,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4392929970,https://doi.org/10.1103/physrevlett.132.131002,"Measurements of All-Particle Energy Spectrum and Mean Logarithmic Mass
  of Cosmic Rays from 0.3 to 30 PeV with LHAASO-KM2A",2024,preprint,0,green,,arXiv (Cornell University),Dark Matter and Cosmic Phenomena,Physics and Astronomy,Nuclear and High Energy Physics,,,,,,A. Axikegu; A. M. Chen; B. Gao; B. W. Hou; B. Z. Dai; Bing Li; C. D. Gao; C. Feng; C. Hou; D. Bastieri; D. Huang; D. Kuleshov; D. della Volpe; Danzengluobu Danzengluobu; E. S. Chen; F. Aharonian; F. Shi; Fulai Guo; G. Gong; Gwenael Giacinti; H. B. Hu; H. H. He; H. L. Dai; H. Y. Jia; Hao-Ning He; J. F. Chang; J. H. Fan; J. T. Cai; Jiafa He; Jin Chang; Jun Fang; K. Jia; K. Jiang; K. K. Duan; K. Kurinov; Kun Fang; L. Q. Gao; Lei Feng; Li-Sheng Geng; Liang Chen; Lin CHEN; Long Chen; M. H. Gu; M. Heller; M. J. Chen; M. L. Chen; M. M. Ge; M. M. Kang; M. Y. Cui; Mingjiu Jin; Ning Cheng; Q. B. Gou; Q. H. Chen; Qi An; Qi Gao; Qiang Hu; Qiku Cao; S. C. Hu; S. Gabici; S. H. Chen; S. W. Cui; S. Z. Chen; T. Ke; T. L. Chen; T. Q. Huang; The LHAASO Collaboration; W. J. Huang; Wei Gao; Wenjing Cao; X. B. He; X. J. Bi; X. L. Guo; X. Q. Dong; X. T. Feng; X. T. Hou; X. T. Huang; X. W. Jiang; X. Y. Huang; Xiangdong Ji; Xiaohong Cui; Y. A. Han; Y. Bai; Y. D. Cui; Y. He; Y. J. Bi; Y. K. Hor; Y. L. Feng; Y. Q. Guo; Y. W. Bao; Y. Y. Guo; Yaodong Cheng; Yi-Zhong Fan; Yuanyuan Huang; Yuyi Chen; Z. C. Huang; Z. Cao; Z. J. Jiang; Zhe Cao; Zi-Gao Dai,,Astronomy; Astrophysics; COSMIC cancer database; Cosmic ray; Energy spectrum; Logarithm; Mathematical analysis; Mathematics; Physics,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4394616895,https://doi.org/10.1101/2024.04.04.588163,Changes in Electroencephalography signals in a juvenile female Fragile X Syndrome mouse model,2024,preprint,0,green,,bioRxiv (Cold Spring Harbor Laboratory),Genetics and Neurodevelopmental Disorders,"Biochemistry, Genetics and Molecular Biology",Genetics,,,,,,Asim A. Ahmed; Kartikeya Murari; Moonyoung Bae; Ning Cheng; Veronica Rasheva,University of Calgary,Biology; Electroencephalography; Fragile X syndrome; Fragile x; Gene; Genetics; Juvenile; Neuroscience; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4404303691,https://doi.org/10.1364/ao.540304,Optical Properties of Nanoparticles in Blood: Considering Blood Absorption,2024,article,0,closed,,Applied Optics,Gold and Silver Nanoparticles Synthesis and Applications,Materials Science,"Electronic, Optical and Magnetic Materials",,,,,0.0,Juan Wang; Ning Cheng; Xin Ma; Xingcai Li,,Absorption (acoustics); Attenuation coefficient; Materials science; Nanoparticle; Nanotechnology; Optics; Optoelectronics; Physics,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4214501853,https://doi.org/10.1142/s0218001422560092,Adaptive Hardness Indicator Softmax for Deep Face Recognition,2022,article,1,closed,,International Journal of Pattern Recognition and Artificial Intelligence,Face recognition and analysis,Computer Science,Computer Vision and Pattern Recognition,36,04,,,0.121,Chunzheng Cao; Jianwei Yang; Mao Cai; Ning Cheng; Yunjie Chen,Nanjing University of Information Science and Technology,Artificial intelligence; Artificial neural network; Chemistry; Chromatography; Computer science; Cosine similarity; Discriminative model; Face (sociological concept); Facial recognition system; Feature (linguistics); Feature extraction; Image (mathematics); Linguistics; Machine learning; Margin (machine learning); Pattern recognition (psychology); Philosophy; Sample (material); Similarity (geometry); Social science; Sociology; Softmax function,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4220744777,https://doi.org/10.1093/med/9780197501207.003.0016,"Ketogenic Diet, Social Behavior, and Autism",2022,book-chapter,1,closed,,Oxford University Press eBooks,Diet and metabolism studies,Medicine,Physiology,,,154,168,1.683,Jong M. Rho; Ning Cheng; Susan A. Masino,,Autism; Autism spectrum disorder; Developmental psychology; Disease; Epilepsy; Internal medicine; Ketogenic diet; Medicine; Neuroscience; Psychology; Socialization,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4286541713,https://doi.org/10.2139/ssrn.4163701,A Clinically Relevant Selective ERK-Pathway Inhibitor Reverses Core Deficits in a Mouse Model of Autism,2022,article,1,closed,,SSRN Electronic Journal,Autism Spectrum Disorder Research,Neuroscience,Cognitive Neuroscience,,,,,0.127,Abdulrahman Abushaibah; Jong M. Rho; Kartikeya Murari; Ning Cheng; Ray W. Turner,Allen Institute for Brain Science; University of Calgary,Autism; Biology; Computer science; Core (optical fiber); Genetics; Kinase; MAPK/ERK pathway; Medicine; Neuroscience; Psychiatry; Psychology; Telecommunications,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4293225390,https://doi.org/10.1117/12.2617916,Multiple-beam lidar detection technology,2022,article,1,closed,,Seventh Asia Pacific Conference on Optics Manufacture and 2021 International Forum of Young Scientists on Advanced Optical Manufacturing (APCOM and YSAOM 2021),Advanced Optical Sensing Technologies,Physics and Astronomy,Instrumentation,,,377,377,0.534,Chao Li; Hang Zhao; Ning Cheng; Tiancheng Yu,,Artificial intelligence; Computer science; Computer vision; Field of view; Geology; Laser; Laser scanning; Lidar; Optics; Physics; Ranging; Remote sensing; Telecommunications,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W3206959221,https://doi.org/10.1101/2021.10.20.464614,Markerless mouse tracking for social experiments,2021,preprint,1,green,,bioRxiv (Cold Spring Harbor Laboratory),Animal Behavior and Welfare Studies,Veterinary,Small Animals,,,,,,Jaideep S. Bains; Kartikeya Murari; Ning Cheng; Toni-Lee Sterley; Van Anh Le,Alberta Children's Hospital; Allen Institute for Brain Science; University of Calgary,Anatomy; Artificial intelligence; Biology; Computer science; Computer vision; Eye tracking; Identifier; Pattern recognition (psychology); Pedagogy; Programming language; Psychology; Snout; Tracking (education),A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4387406329,https://doi.org/10.1101/2023.10.05.561083,Improving vocal communication with a ketogenic diet in a mouse model of autism,2023,preprint,0,green,,bioRxiv (Cold Spring Harbor Laboratory),Autism Spectrum Disorder Research,Neuroscience,Cognitive Neuroscience,,,,,,Dorit Möhrle; Jong M. Rho; Kartikeya Murari; Ning Cheng,Alberta Children's Hospital; University of Calgary,Animal model; Audiology; Autism; Autism spectrum disorder; Biology; Developmental psychology; Endocrinology; Epilepsy; Genetics; Intervention (counseling); Juvenile; Ketogenic diet; Medicine; Neuroscience; Psychiatry; Psychology,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4365791235,https://doi.org/10.1615/1-56700-052-5.900,RESEARCH ON REMOVING CO2 FROM COAL-COMBUSTION EXHAUST FLUE GAS BY HIGH-VOLTAGE NARROW PULSED CORONA DISCHARGE,2023,article,0,closed,,,Plasma Applications and Diagnostics,Medicine,"Radiology, Nuclear Medicine and Imaging",,,620,625,0.0,Hao Wang; Jin Li; JinGui Lu; Ning Cheng; Qian Li,,Analytical Chemistry (journal); Astrobiology; Atomic physics; Chemistry; Coal; Combustion; Corona (planetary geology); Dissociation (chemistry); Environmental chemistry; Flue gas; Materials science; Organic chemistry; Physical chemistry; Physics; Venus,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4386325054,https://doi.org/10.21203/rs.3.rs-3227097/v1,"Identification and validation of the ferroptosis-related cardiogenic stroke and atherosclerosis genes, CIRBP, CREB5, MAPK14, PEBP1, and PTGS2 and their association with pan-cancer and immune cells",2023,preprint,0,green,,Research Square (Research Square),Ferroptosis and cancer prognosis,Medicine,Pulmonary and Respiratory Medicine,,,,,,Jinjiang Liu; Mo Chen; Ning Cheng; Tianxiang Zhang; Wei Shao,Nanyang Normal University,Biology; Computational biology; Gene; Gene expression; Gene ontology; Genetics; KEGG,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4386878553,https://doi.org/10.1152/jn.00133.2023,High-throughput gait acquisition system for freely moving mice,2023,article,0,closed,,Journal of Neurophysiology,Bat Biology and Ecology Studies,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",130,5,1081,1091,0.0,Jonathan J. Milla-Cruz; Leonardo A. Molina; Linda Kim; Ning Cheng; Patrick J. Whelan; Zahra Ghavasieh,University of Calgary,Archaeology; Computer science; Data acquisition; Engineering; Gait; Gait analysis; History; Medicine; Operating system; Physical medicine and rehabilitation; Pipeline (software); Programming language; Real-time computing; Suite; Systems engineering; Task (project management); Telecommunications; Throughput; Wireless,A5084554132,https://openalex.org/A5084554132
