id,doi,display_name,publication_year,type,cited_by_count,fwci
https://openalex.org/W2126634109,https://doi.org/10.1371/journal.pone.0050743,"The Braincase of Eocaecilia micropodia (Lissamphibia, Gymnophiona) and the Origin of Caecilians",2012,article,82,3.963
https://openalex.org/W1983702964,https://doi.org/10.1371/journal.pone.0125446,A Diverse Tetrapod Fauna at the Base of 'Romer's Gap',2015,article,76,4.848
https://openalex.org/W2135355813,https://doi.org/10.1080/10635150490503026,The Phylogenetic Definition of Reptilia,2004,article,112,2.301
https://openalex.org/W1973654362,https://doi.org/10.1007/s00114-009-0533-x,The armoured dissorophid Cacops from the Early Permian of Oklahoma and the exploitation of the terrestrial realm by amphibians,2009,article,75,2.556
https://openalex.org/W2051147176,https://doi.org/10.1371/journal.pone.0067182,"Skull Ecomorphology of Megaherbivorous Dinosaurs from the Dinosaur Park Formation (Upper Campanian) of Alberta, Canada",2013,article,68,4.109
https://openalex.org/W2055008622,https://doi.org/10.1186/1472-6785-13-14,"Feeding height stratification among the herbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2013,article,68,2.428
https://openalex.org/W2086618032,https://doi.org/10.1002/jmor.10946,"A redescription of<i>Carrolla craddocki</i>(Lepospondyli: Brachystelechidae) based on high‐resolution CT, and the impacts of miniaturization and fossoriality on morphology",2011,article,68,1.769
https://openalex.org/W2515073863,https://doi.org/10.1371/journal.pone.0161823,"Cranial Morphology of the Carboniferous-Permian Tetrapod Brachydectes newberryi (Lepospondyli, Lysorophia): New Data from µCT",2016,article,54,3.671
https://openalex.org/W1973051471,https://doi.org/10.1007/s11692-008-9044-5,Focal Review: The Origin(s) of Modern Amphibians,2008,article,67,3.501
https://openalex.org/W2175978032,https://doi.org/10.1671/0272-4634(2008)28[61:gcanga]2.0.co;2,"<i>Georgenthalia clavinasica</i>, a new genus and species of dissorophoid temnospondyl from the Early Permian of Germany, and the relationships of the family Amphibamidae",2008,article,62,3.954
https://openalex.org/W1976294394,https://doi.org/10.1080/02724634.2013.728998,"Cranial morphology of recumbirostrans (Lepospondyli) from the Permian of Kansas and Nebraska, and early morphological evolution inferred by micro-computed tomography",2013,article,54,1.494
https://openalex.org/W1483183487,https://doi.org/10.1371/journal.pone.0130359,Cranial Morphology of the Brachystelechid ‘Microsaur’ Quasicaecilia texana Carroll Provides New Insights into the Diversity and Evolution of Braincase Morphology in Recumbirostran ‘Microsaurs’,2015,article,47,1.258
https://openalex.org/W616593579,https://doi.org/10.1371/journal.pone.0127307,"Micro-CT Study of Rhynchonkos stovalli (Lepospondyli, Recumbirostra), with Description of Two New Genera",2015,article,44,1.616
https://openalex.org/W2155179529,https://doi.org/10.3158/2158-5520-5.1.59,Evolution of the Amphibian Ear with Implications for Lissamphibian Phylogeny: Insight Gained from the Caecilian Inner Ear,2012,article,46,1.503
https://openalex.org/W2157793385,https://doi.org/10.1111/j.1525-142x.2010.00426.x,"Evolutionary development of the neurocranium in Dissorophoidea (Tetrapoda: Temnospondyli), an integrative approach",2010,article,45,1.468
https://openalex.org/W1979645335,https://doi.org/10.1080/02724634.2014.904323,"Jaw mechanics and evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2015,article,40,1.975
https://openalex.org/W3022629651,https://doi.org/10.1002/spp2.1316,"Reassessment of historic ‘microsaurs’ from Joggins, Nova Scotia, reveals hidden diversity in the earliest amniote ecosystem",2020,article,31,2.101
https://openalex.org/W2152013053,https://doi.org/10.1671/039.029.0222,"<i>Nannaroter mckinziei</i>, a new ostodolepid ‘microsaur’ (Tetrapoda, Lepospondyli, Recumbirostra) from the Early Permian of Richards Spur (Ft. Sill), Oklahoma",2009,article,39,0.838
https://openalex.org/W2045178808,https://doi.org/10.1016/j.crpv.2013.07.002,"A new dissorophid (Temnospondyli, Dissorophoidea) from the Early Permian of New Mexico (United States)",2013,article,37,0.374
https://openalex.org/W2056839722,https://doi.org/10.1016/j.palaeo.2013.11.014,"Implications of beak morphology for the evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2013,article,37,1.869
https://openalex.org/W2131794630,https://doi.org/10.1080/02724634.2011.601484,"Variation in the skull of<i>Anchiceratops</i>(Dinosauria, Ceratopsidae) from the Horseshoe Canyon Formation (Upper Cretaceous) of Alberta",2011,article,35,3.09
https://openalex.org/W1990586355,https://doi.org/10.1006/jfls.2000.0321,IDENTIFICATION AND PREDICTION OF UNSTEADY TRANSONIC AERODYNAMIC LOADS BY MULTI-LAYER FUNCTIONALS,2001,article,53,0.222
https://openalex.org/W2142894919,https://doi.org/10.1109/nnsp.1994.366006,Continuous-time nonlinear signal processing: a neural network based approach for gray box identification,2002,article,52,1.62
https://openalex.org/W2010474982,https://doi.org/10.1139/e03-023,New information on <i>Lethiscus stocki</i> (Tetrapoda: Lepospondyli: Aistopoda) from high-resolution computed tomography and a phylogenetic analysis of Aistopoda,2003,article,48,1.076
https://openalex.org/W2102369357,https://doi.org/10.1111/j.1096-3642.2012.00838.x,Phylogenetic implications of the morphology of the braincase of caecilian amphibians (Gymnophiona),2012,article,30,1.503
https://openalex.org/W2148436582,https://doi.org/10.1080/02724634.2013.755989,"Cranial morphology and relationships of a new grippidian (Ichthyopterygia) from the Vega-Phroso Siltstone Member (Lower Triassic) of British Columbia, Canada",2013,article,29,1.495
https://openalex.org/W2018410800,https://doi.org/10.1016/s0967-0661(99)00173-2,Control of an alternating aerobic–anoxic activated sludge system — Part 2: optimization using a linearized model,2000,article,49,2.311
https://openalex.org/W2135058642,https://doi.org/10.1016/s0967-0661(99)00174-4,Control of an alternating aerobic–anoxic activated sludge system — Part 1: development of a linearization-based modeling approach,2000,article,45,2.311
https://openalex.org/W1616071577,https://doi.org/10.1139/cjes-2014-0028,"New information on the rare horned dinosaur<i>Arrhinoceratops brachyops</i>(Ornithischia: Ceratopsidae) from the Upper Cretaceous of Alberta, Canada",2014,article,24,2.488
https://openalex.org/W2506499045,https://doi.org/10.1007/978-3-319-26408-0_10,LegUp High-Level Synthesis,2016,book-chapter,23,4.829
https://openalex.org/W1935555292,https://doi.org/10.1002/ar.23180,"The Braincase and Endosseous Labyrinth of <i>Plioplatecarpus peckensis</i> (Mosasauridae, Plioplatecarpinae), With Functional Implications for Locomotor Behavior",2015,article,22,0.891
https://openalex.org/W2027413877,https://doi.org/10.1021/ie990557r,Use of Hybrid Models in Wastewater Systems,2000,article,40,2.019
https://openalex.org/W2236398340,https://doi.org/10.1666/0022-3360(2002)076<1029:rotagp>2.0.co;2,REVISION OF THE AÏSTOPOD GENUS PHLEGETHONTIA (TETRAPODA: LEPOSPONDYLI),2002,article,38,1.082
https://openalex.org/W2098372803,https://doi.org/10.1080/10635150490264716,Meaning of the Name Tetrapoda in the Scientific Literature: An Exchange,2004,article,36,3.912
https://openalex.org/W2147942923,https://doi.org/10.1671/1940-13,"<i>Pyozia mesenensis</i>, a new, small varanopid (Synapsida, Eupelycosauria) from Russia: “pelycosaur” diversity in the Middle Permian",2004,article,35,1.15
https://openalex.org/W2042987348,https://doi.org/10.2992/007.080.0106,"<i>Rotaryus gothae</i>, a New Trematopid (Temnospondyli: Dissorophoidea) from the Lower Permian of Central Germany",2011,article,23,0.885
https://openalex.org/W3093268316,https://doi.org/10.3389/fgene.2020.506749,Can We Reliably Calibrate Deep Nodes in the Tetrapod Tree? Case Studies in Deep Tetrapod Divergences,2020,review,18,0.714
https://openalex.org/W3167998412,https://doi.org/10.1016/j.isci.2021.102744,Middle Jurassic stem hynobiids from China shed light on the evolution of basal salamanders,2021,article,16,1.804
https://openalex.org/W4388702903,https://doi.org/10.3390/aerospace10110960,Data Downloaded via Parachute from a NASA Super-Pressure Balloon,2023,article,7,2.034
https://openalex.org/W1971211435,https://doi.org/10.1016/j.ympev.2006.03.013,Molecular clocks and the origin(s) of modern amphibians,2006,article,28,1.832
https://openalex.org/W2136201362,https://doi.org/10.1080/02724634.2011.539652,A new amphibamid (Temnospondyli: Dissorophoidea) from the Early Permian of Texas,2011,article,20,1.416
https://openalex.org/W2128483593,https://doi.org/10.1080/02724634.2013.726676,"New information on amphibamids (Tetrapoda, Temnospondyli) from Richards Spur (Fort Sill), Oklahoma",2013,article,19,0.889
https://openalex.org/W3010293965,https://doi.org/10.1098/rsbl.2019.0930,New application of strontium isotopes reveals evidence of limited migratory behaviour in Late Cretaceous hadrosaurs,2020,article,16,1.401
https://openalex.org/W2069778874,https://doi.org/10.1016/0098-1354(96)00133-0,A comparison of recurrent training algorithms for time series analysis and system identification,1996,article,31,0.0
https://openalex.org/W2152983869,https://doi.org/10.1080/02724634.2013.756495,"Reinterpretation of the cranial morphology of<i>Utatsusaurus hataii</i>(Ichthyopterygia) (Osawa Formation, Lower Triassic, Miyagi, Japan) and its systematic implications",2013,article,16,1.308
https://openalex.org/W2804887846,https://doi.org/10.1098/rsos.171727,A primitive actinopterygian braincase from the Tournaisian of Nova Scotia,2018,article,16,1.327
https://openalex.org/W2082929728,https://doi.org/10.1139/e02-066,"A new microsaur (Tetrapoda: Lepospondyli) from the Lower Permian of Richards Spur (Fort Sill), Oklahoma",2003,article,25,0.807
https://openalex.org/W2100942156,https://doi.org/10.1139/cjes-2013-0185,"The first substantive evidence of <i>Utatsusaurus</i> (Ichthyopterygia) from the Sulphur Mountain Formation (Lower–Middle Triassic) of British Columbia, Canada: a skull roof description in comparison with other early taxa",2014,article,12,0.711
https://openalex.org/W3126338961,https://doi.org/10.7717/peerj.10720,"A new elasmosaurid (Sauropterygia: Plesiosauria) from the non-marine to paralic Dinosaur Park Formation of southern Alberta, Canada",2021,article,12,1.418
https://openalex.org/W2802649608,https://doi.org/10.1039/c7ja00386b,New applications of spectroscopy techniques reveal phylogenetically significant soft tissue residue in Paleozoic conodonts,2018,article,12,1.284
https://openalex.org/W2565440270,https://doi.org/10.1007/978-3-319-46661-3_4,Early Tetrapods: Experimenting with Form and Function,2016,book-chapter,11,2.769
https://openalex.org/W4234891515,https://doi.org/10.1017/s0022336000057851,Revision of the aïstopod genus<i>Phlegethontia</i>(Tetrapoda: Lepospondyli),2002,article,21,0.27
https://openalex.org/W2063474006,https://doi.org/10.1671/0272-4634(2003)23[79:anatlf]2.0.co;2,"A new aïstopod (Tetrapoda: Lepospondyli) from Mazon Creek, Illinois",2003,article,20,0.794
https://openalex.org/W2168715440,https://doi.org/10.1671/1752,"Cranial anatomy of<i>Coloraderpeton brilli</i>, postcranial anatomy of<i>Oestocephalus amphiuminus</i>, and reconsideration of Ophiderpetontidae (Tetrapoda: Lepospondyli: Aistopoda)",2003,article,19,0.538
https://openalex.org/W2064501352,https://doi.org/10.1073/pnas.1202491109,"Fossils, molecules, divergence times, and the origin of Salamandroidea",2012,letter,11,
https://openalex.org/W2808616937,https://doi.org/10.1002/jmor.20822,What is bred in the bone: Ecomorphological associations of pelvic girdle form in greater Antillean <i>Anolis</i> lizards,2018,article,11,0.695
https://openalex.org/W4306194617,https://doi.org/10.1126/sciadv.abq7669,Ossification patterns of the carpus and tarsus in salamanders and impacts of preaxial dominance on the fin-to-limb transition,2022,article,7,0.695
https://openalex.org/W2005667076,https://doi.org/10.1103/physrevlett.82.532,Adaptive Method for the Experimental Detection of Instabilities,1999,article,21,0.797
https://openalex.org/W2079078520,https://doi.org/10.1016/s0375-9601(97)00753-6,Noninvertibility and resonance in discrete-time neural networks for time-series processing,1998,article,21,0.282
https://openalex.org/W2909881882,https://doi.org/10.1017/s1755691018000567,"An enigmatic braincase from Five Points, Ohio (Westphalian D) further supports a stem tetrapod position for aïstopods",2018,article,10,1.061
https://openalex.org/W2886303359,https://doi.org/10.1098/rsos.172307,"A method for deducing neck mobility in plesiosaurs, using the exceptionally preserved <i>Nichollssaura borealis</i>",2018,article,9,0.663
https://openalex.org/W3083085851,https://doi.org/10.1080/02724634.2020.1776720,"The anatomy of the dermatocranium and mandible of <i>Cacops aspidephorus</i> Williston, 1910 (Temnospondyli: Dissorophidae), from the Lower Permian of Texas",2020,article,9,0.818
https://openalex.org/W3156658696,https://doi.org/10.1038/s41598-021-87027-y,A platysomid occurrence from the Tournaisian of Nova Scotia,2021,article,9,0.902
https://openalex.org/W3173583537,,Sir James Young Simpson's Work in Archæology,1911,article,1,0.0
https://openalex.org/W2086211607,https://doi.org/10.1016/0169-4332(95)00465-3,An analytical model for the laser ablation of materials,1996,article,16,3.064
https://openalex.org/W3106044976,https://doi.org/10.1016/s0167-2789(02)00738-8,Adaptive detection of instabilities: an experimental feasibility study,2003,article,14,2.048
https://openalex.org/W2270150301,,"Occipital condyle in the ceratopsian dinosaur Triceratops, with comments on body size variation",1999,article,15,0.0
https://openalex.org/W2047955375,https://doi.org/10.1080/10635150290102447,Use of Well-Known Names in Phylogenetic Nomenclature: A Reply to Laurin,2002,letter,12,
https://openalex.org/W2039106341,https://doi.org/10.1080/02724634.2013.722152,"Tarsal fusion and the formation of the astragalus in <i>Hylonomus lyelli</i>, the earliest amniote, and other early tetrapods",2013,article,6,0.187
https://openalex.org/W3007705182,https://doi.org/10.1119/10.0000390,Optical rotation of white light,2020,article,6,0.293
https://openalex.org/W3093405880,https://doi.org/10.1139/cjes-2019-0128,New <i>Crassigyrinus</i>-like fibula from the Tournaisian (earliest Carboniferous) of Nova Scotia,2020,article,6,0.35
https://openalex.org/W2434430819,https://doi.org/10.1098/rspb.2016.0027,Is there an exemplar taxon for modelling the evolution of early tetrapod hearing?,2016,letter,5,
https://openalex.org/W2567239433,https://doi.org/10.1007/978-3-319-46661-3_11,Amphibia: A Case of Diversity and Convergence in the Auditory Region,2016,book-chapter,5,2.357
https://openalex.org/W3173447490,https://doi.org/10.1002/jmor.21391,A multimethod approach to the differentiation of enthesis bone microstructure based on soft tissue type,2021,article,6,0.836
https://openalex.org/W4230887176,https://doi.org/10.1080/10635150151125833,"The Phylogenetic Trunk: Maximal Inclusion of Taxa with Missing Data in an Analysis of the Lepospondyli (Vertebrata, Tetrapoda)",2001,article,10,0.865
https://openalex.org/W3021685424,https://doi.org/10.1016/j.aanat.2020.151527,Ecomorphological associations of scapulocoracoid form in Greater Antillean Anolis lizards,2020,article,5,0.231
https://openalex.org/W2063270174,https://doi.org/10.1016/0098-1354(96)00189-5,Self-consistency in neural network-based NLPC analysis with applications to time-series processing,1996,article,9,0.841
https://openalex.org/W2133104243,https://doi.org/10.1016/s0167-2789(00)00219-0,Characterization of a two-parameter mixed-mode electrochemical behavior regime using neural networks,2001,article,7,0.512
https://openalex.org/W3164834474,https://doi.org/10.1098/rsos.210281,"Locomotory behaviour of early tetrapods from Blue Beach, Nova Scotia, revealed by novel microanatomical analysis",2021,article,4,0.387
https://openalex.org/W2979592242,https://doi.org/10.1139/cjes-2019-0089,"A taphonomic analysis of a multitaxic bonebed from the St. Mary River Formation (uppermost Campanian to lowermost Maastrichtian) of Alberta, dominated by cf. <i>Edmontosaurus regalis</i> (Ornithischia: Hadrosauridae), with significant remains of <i>Pachyrhinosaurus canadensis</i> (Ornithischia: Ceratopsidae)",2019,article,3,0.274
https://openalex.org/W4386918086,https://doi.org/10.1371/journal.pone.0291687,"A review of Coelostegus prothales Carroll and Baird, 1972 from the Upper Carboniferous of the Czech Republic and the interrelationships of basal eureptiles",2023,review,1,0.158
https://openalex.org/W2724741405,https://doi.org/10.1016/s1474-6670(17)57177-3,Optimization and Control of Alternating Aerobic/Anoxic Activated Sludge Operation,1999,article,5,1.414
https://openalex.org/W2151989310,https://doi.org/10.1666/0022-3360(2007)81[408:deotra]2.0.co;2,"DIRECT EVIDENCE OF THE ROSTRAL ANATOMY OF THE AÏSTOPOD PHLEGETHONTIA, WITH A NEW CRANIAL RECONSTRUCTION",2007,article,2,0.0
https://openalex.org/W3088414038,https://doi.org/10.18260/1-2--32910,I Have a Ph.D.! Now What? A Program to Prepare Engineering Ph.D.'s and Postdoctoral Fellows for Diverse Career Options,2020,article,2,0.721
https://openalex.org/W1713080978,https://doi.org/10.1177/003591572201501821,Dysentery in the West Indies.,1922,article,0,0.0
https://openalex.org/W1976880231,https://doi.org/10.1590/s0100-73862002000100005,Non-Linear Unsteady Aerodynamic Response Approximation Using Multi-Layer Functionals,2002,article,3,0.212
https://openalex.org/W4411398647,https://doi.org/10.1080/02724634.2025.2498453,A new predatory actinopterygian from the Tournaisian of Nova Scotia provides insight into the evolution of actinopterygian feeding,2024,article,0,0.0
https://openalex.org/W4409478477,https://doi.org/10.2979/4030.0,Major Transitions in Vertebrate Evolution,2007,book,1,0.0
https://openalex.org/W2994777939,https://doi.org/10.1139/cjes-2019-0166,"An Early Cretaceous (Berriasian) fossil-bearing locality from the Rocky Mountains of Alberta, yielding the oldest dinosaur skeletal remains from western Canada",2019,article,1,0.137
https://openalex.org/W4206945016,https://doi.org/10.1002/jmor.21454,Salamander braincase morphology as revealed by micro‐computed tomography,2022,article,1,0.099
https://openalex.org/W1491850435,https://doi.org/10.1109/asap.2015.7245690,Message from the ASAP 2015 chairs,2015,article,0,0.0
https://openalex.org/W2260233239,https://doi.org/10.1093/biosci/biv168,The Story of Life in One Book,2015,article,0,0.0
https://openalex.org/W4210687373,https://doi.org/10.1036/1097-8542.377900,Lepospondyli,2015,dataset,0,
https://openalex.org/W4249838437,https://doi.org/10.1643/ot-14-160,Book Reviews,2015,article,0,0.0
https://openalex.org/W4394182627,https://doi.org/10.6084/m9.figshare.1313000,"Jaw mechanics and evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2015,dataset,0,
https://openalex.org/W4394251187,https://doi.org/10.6084/m9.figshare.1313000.v1,"Jaw mechanics and evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2015,dataset,0,
https://openalex.org/W4394508662,https://doi.org/10.6084/m9.figshare.1313000.v2,"Jaw mechanics and evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta, Canada",2015,dataset,0,
https://openalex.org/W3000972113,,The Use of Diffractive Optical Elements in 3-5 Micrometer Optical Systems,1993,book-chapter,2,0.0
https://openalex.org/W4242469972,https://doi.org/10.1109/fccm.2013.5,FCCM 2013 Organizing Committee,2013,article,0,
https://openalex.org/W4397693488,https://doi.org/10.5517/ccwf0bm,CCDC 816860: Experimental Crystal Structure Determination,2011,dataset,0,
https://openalex.org/W4386176278,https://doi.org/10.1086/726481,:<i>Vertebrate Evolution: From Origins to Dinosaurs and Beyond</i>,2023,review,0,0.0
https://openalex.org/W4398092944,https://doi.org/10.5517/ccxn7lc,CCDC 853603: Experimental Crystal Structure Determination,2012,dataset,0,
https://openalex.org/W4256639323,https://doi.org/10.1061/(asce)0733-9372(1999)125:7(682),Derivation of Mean Cell Residence Time Formula,1999,article,1,0.476
https://openalex.org/W3001570431,,Statistics and Correlations of Seismic and Tectonic Moment Rate in California and the Great Basin,2008,article,0,0.0
https://openalex.org/W1641755308,,Thermal Weapon Sight (TWS) AN/PAS-13 diffractive optics designed for producibility,1993,article,1,0.0
https://openalex.org/W3197800447,,Qualitative Analysis of Non-Linear Transonic Aeroelastic Phenomena,1991,article,1,0.476
https://openalex.org/W2808870534,https://doi.org/10.6084/m9.figshare.c.4089923.v1,"Supplementary material from ""A primitive actinopterygian braincase from the Tournaisian of Nova Scotia""",2018,article,0,0.0
https://openalex.org/W2883909634,https://doi.org/10.6084/m9.figshare.c.4166081.v1,"Supplementary material from ""A method for deducing neck mobility in plesiosaurs, using the exceptionally preserved Nichollssaura borealis """,2018,article,0,0.0
https://openalex.org/W4394372604,https://doi.org/10.6084/m9.figshare.6221945,Supplementary element 2 from A primitive actinopterygian braincase from the Tournaisian of Nova Scotia,2018,dataset,0,
https://openalex.org/W4394500483,https://doi.org/10.6084/m9.figshare.6819593,"Supplementary Information 1 from A method for deducing neck mobility in plesiosaurs, using the exceptionally preserved <i>Nichollssaura borealis</i>",2018,dataset,0,
https://openalex.org/W4394549838,https://doi.org/10.6084/m9.figshare.6221933,Supplementary element 9 from A primitive actinopterygian braincase from the Tournaisian of Nova Scotia,2018,dataset,0,
https://openalex.org/W3035045102,https://doi.org/10.6084/m9.figshare.c.4860645.v1,"Supplementary material from ""New application of strontium isotopes reveals evidence of limited migratory behaviour in Late Cretaceous hadrosaurs""",2020,article,0,0.0
https://openalex.org/W4249497044,https://doi.org/10.1109/fccm48280.2020.00007,FCCM 2020 Committees,2020,article,0,
https://openalex.org/W2098391751,https://doi.org/10.1139/e02-098,Robert Lynn Carroll  an appreciation,2003,article,0,0.0
https://openalex.org/W4213061603,https://doi.org/10.1109/asp-dac52403.2022.9712540,Streaming Accuracy: Characterizing Early Termination in Stochastic Computing,2022,article,0,0.0
https://openalex.org/W942151477,https://doi.org/10.1007/978-3-642-56965-4_40,Progress in the Use of Excimer Lasers to Clean Easel Paintings,2000,book-chapter,0,0.0
https://openalex.org/W2256302558,,"Discussion of ""Derivation of Mean Cell Residence Time Formula""",1999,article,0,
https://openalex.org/W3176288811,https://doi.org/10.1002/jmor.21391/v2/response1,"Author response for ""A multimethod approach to the differentiation of entheses microstructure based on soft tissue type""",2021,peer-review,0,
https://openalex.org/W3199149737,https://doi.org/10.17602/m2/m372941,Skull [CTImageSeries] [CT],2021,dataset,0,
https://openalex.org/W4236556122,https://doi.org/10.1002/jmor.21391/v3/response1,"Author response for ""A multimethod approach to the differentiation of entheses microstructure based on soft tissue type""",2021,peer-review,0,
https://openalex.org/W4252673697,https://doi.org/10.1061/(asce)0733-9372(1999)125:7(682.3),Discussion of “Derivation of Mean Cell Residence Time Formula” by Oliver J. Hao and Jason S. Anderson,1999,article,0,0.0
https://openalex.org/W4297664846,https://doi.org/10.1002/jmor.21454/v2/response1,"Author response for ""Salamander braincase morphology as revealed by micro-computed tomography""",2021,peer-review,0,
https://openalex.org/W4394479460,https://doi.org/10.6084/m9.figshare.14626265,"Datasets of bone measurements from Locomotory behaviour of early tetrapods from Blue Beach, Nova Scotia, revealed by novel microanatomical analysis",2021,dataset,0,
https://openalex.org/W2956071140,,A Brief Review of Unsteady Aerodynamic and Aeroelastic Phenomena of a Fan Installation. G. U. Aero Report no. 9719,1997,review,0,0.0
https://openalex.org/W2751582013,,Self-Consistency Tuning in Neural Network-Based NLPC Analysis.,1996,article,0,0.0
https://openalex.org/W2926956909,,"The Horn, Polkemmet: Experimental Assessment of the Aerodynamic Response Characteristics. G.U. Aero Report 9609",1996,article,0,0.0
https://openalex.org/W2943245898,,A Review of the Susceptibility of the Scalpay Bridge to Aerodynamic Effects. G.U. Aero Report 9512.,1995,review,0,0.0
https://openalex.org/W4242903340,https://doi.org/10.1016/b978-0-444-82412-7.50014-6,An analytical model for the laser ablation of materials,1996,book-chapter,0,0.0
https://openalex.org/W2188513684,,BULLETINS OF AMERICAN PALEONTOLOGY Established 1895,1992,article,0,0.0
https://openalex.org/W3184368135,https://doi.org/10.1016/j.cell.2021.06.024,"Fibroblasts: Origins, definitions, and functions in health and disease",2021,review,759,26.843
https://openalex.org/W2096903993,https://doi.org/10.1038/ncb1181,A dermal niche for multipotent adult skin-derived precursor cells,2004,article,730,26.322
https://openalex.org/W2075808979,https://doi.org/10.1523/jneurosci.3834-03.2004,Efficacy of Rehabilitative Experience Declines with Time after Focal Ischemic Brain Injury,2004,article,671,21.193
https://openalex.org/W2141711957,https://doi.org/10.1523/jneurosci.21-14-05272.2001,Enriched Rehabilitative Training Promotes Improved Forelimb Motor Function and Enhanced Dendritic Growth after Focal Ischemic Injury,2001,article,611,19.641
https://openalex.org/W2605779715,https://doi.org/10.1038/srep24012,Correction: Corrigendum: Establishment of a cone photoreceptor transplantation platform based on a novel cone-GFP reporter mouse line,2016,erratum,477,
https://openalex.org/W1985265330,https://doi.org/10.1523/jneurosci.1930-07.2007,Skin-Derived Precursors Generate Myelinating Schwann Cells That Promote Remyelination and Functional Recovery after Contusion Spinal Cord Injury,2007,article,302,7.299
https://openalex.org/W2048518917,https://doi.org/10.1016/j.devcel.2014.10.022,"Hair Follicle Dermal Stem Cells Regenerate the Dermal Sheath, Repopulate the Dermal Papilla, and Modulate Hair Type",2014,article,236,16.14
https://openalex.org/W3213276455,https://doi.org/10.1038/s41591-021-01576-3,Dexamethasone modulates immature neutrophils and interferon programming in severe COVID-19,2021,article,207,17.506
https://openalex.org/W2802670298,https://doi.org/10.1016/j.cell.2018.03.063,Single-Cell Transcriptomics and Fate Mapping of Ependymal Cells Reveals an Absence of Neural Stem Cell Function,2018,article,189,8.236
https://openalex.org/W2890229155,https://doi.org/10.1016/j.celrep.2018.08.004,Macrophages Regulate Schwann Cell Maturation after Nerve Injury,2018,article,176,8.487
https://openalex.org/W3000185208,https://doi.org/10.1126/sciadv.aay6324,Microglia response following acute demyelination is heterogeneous and limits infiltrating macrophage dispersion,2020,article,167,13.241
https://openalex.org/W3047505759,https://doi.org/10.1016/j.stem.2020.07.008,Distinct Regulatory Programs Control the Latent Regenerative Potential of Dermal Fibroblasts during Wound Healing,2020,article,165,14.49
https://openalex.org/W4385987383,https://doi.org/10.1038/s41467-023-40271-4,Spatial transcriptomics reveals distinct and conserved tumor core and edge architectures that predict survival and targeted therapy response,2023,article,126,19.604
https://openalex.org/W4311662347,https://doi.org/10.1016/j.cell.2022.11.004,Fibroblast inflammatory priming determines regenerative versus fibrotic skin repair in reindeer,2022,article,103,12.311
https://openalex.org/W4291021430,https://doi.org/10.1038/s41586-022-05044-x,A monocyte–leptin–angiogenesis pathway critical for repair post-infection,2022,article,80,15.982
https://openalex.org/W2023230379,https://doi.org/10.1523/jneurosci.1007-06.2006,Skin-Derived Precursors Generate Myelinating Schwann Cells for the Injured and Dysmyelinated Nervous System,2006,article,310,7.128
https://openalex.org/W2146316243,https://doi.org/10.1111/j.1460-9568.2005.03899.x,Bi‐hemispheric contribution to functional motor recovery of the affected forelimb following focal ischemic brain injury in rats,2005,article,197,11.094
https://openalex.org/W2289473537,https://doi.org/10.1016/j.biomaterials.2016.01.050,Enzyme responsive GAG-based natural-synthetic hybrid hydrogel for tunable growth factor delivery and stem cell differentiation,2016,article,133,6.355
https://openalex.org/W2739535080,https://doi.org/10.1523/jneurosci.2409-16.2017,Myelinogenic Plasticity of Oligodendrocyte Precursor Cells following Spinal Cord Contusion Injury,2017,article,132,11.064
https://openalex.org/W2313491747,https://doi.org/10.1038/srep23076,Intra-articular injection of synovial mesenchymal stem cells improves cartilage repair in a mouse injury model,2016,article,118,17.507
https://openalex.org/W3124701551,https://doi.org/10.3389/fnmol.2020.608442,Insights Into the Role and Potential of Schwann Cells for Peripheral Nerve Repair From Studies of Development and Injury,2021,article,110,9.921
https://openalex.org/W3022261812,https://doi.org/10.1038/s41536-020-0095-2,Immune modulation of hair follicle regeneration,2020,review,91,3.3
https://openalex.org/W2886940549,https://doi.org/10.1126/sciadv.aas9846,Microglial pannexin-1 channel activation is a spinal determinant of joint pain,2018,article,90,6.94
https://openalex.org/W3016764122,https://doi.org/10.1016/j.devcel.2020.03.019,Dysfunction of Hair Follicle Mesenchymal Progenitors Contributes to Age-Associated Hair Loss,2020,article,82,14.271
https://openalex.org/W2081805576,https://doi.org/10.1016/j.neuroscience.2009.08.072,Supplementation of acellular nerve grafts with skin derived precursor cells promotes peripheral nerve regeneration,2009,article,122,3.443
https://openalex.org/W2748479274,https://doi.org/10.1038/s41598-017-10735-x,Biocomposite nanofiber matrices to support ECM remodeling by human dermal progenitors and enhanced wound closure,2017,article,81,2.507
